Order_ID,Order_Date,Product,Category,Region,Quantity,Unit_Price,Unit_Cost,Sales_Channel,Payment_Method,Salesperson,Sales,Total_Cost,Profit,Profit_Margin
ORD-05953,7/14/2025,Wireless Mouse,Accessories,Peshawar,8,44.92,37.98,Online,Cash,Hina,359.36,303.84,55.52,15.45
ORD-05082,9/12/2025,Smartphone,Electronics,Peshawar,2,717.02,458.55,Online,Bank Transfer,Usman,1434.04,917.1,516.94,36.05
ORD-01039,4/27/2025,Desk,Furniture,Sialkot,7,597.52,340.65,Corporate,Bank Transfer,Bilal,4182.64,2384.55,1798.09,42.99
ORD-01195,4/18/2025,Tablet,Electronics,Multan,6,589.12,494.61,Online,Debit Card,Danish,3534.72,2967.66,567.06,16.04
ORD-08029,4/17/2025,Tablet,Electronics,Sialkot,10,356.44,313.39,Retail Store,JazzCash,Hina,3564.4,3133.9,430.5,12.08
ORD-05010,1/2/2025,Desk,Furniture,Lahore,2,385.06,264.69,Corporate,Cash,Ayesha,770.12,529.38,240.74,31.26
ORD-03856,7/17/2025,Tablet,Electronics,Lahore,10,762.35,405.64,Online,Bank Transfer,Bilal,7623.5,4056.4,3567.1,46.79
ORD-06443,5/14/2025,Smartphone,Electronics,Faisalabad,4,597.64,324.5,Corporate,Bank Transfer,Ali,2390.56,1298,1092.56,45.7
ORD-08993,8/6/2025,Monitor,Electronics,Sialkot,10,440.17,186.73,Online,JazzCash,Ayesha,4401.7,1867.3,2534.4,57.58
ORD-06614,10/1/2025,Smartphone,Electronics,Lahore,10,412.38,310.12,Retail Store,Cash,Bilal,4123.8,3101.2,1022.6,24.8
ORD-00935,9/18/2025,Keyboard,Accessories,Faisalabad,1,54.33,44.35,Online,Debit Card,Hina,54.33,44.35,9.98,18.37
ORD-04464,4/16/2025,Monitor,Electronics,Faisalabad,5,475.04,395.09,Online,Bank Transfer,Ali,2375.2,1975.45,399.75,16.83
ORD-04711,2/5/2025,Headphones,Accessories,Karachi,6,72.9,37.12,Online,JazzCash,Hamza,437.4,222.72,214.68,49.08
ORD-00395,1/19/2025,External SSD,Electronics,Rawalpindi,5,152.12,96.16,Retail Store,Credit Card,Ayesha,760.6,480.8,279.8,36.79
ORD-04808,1/20/2025,Smartphone,Electronics,Peshawar,6,477.43,361.78,Corporate,JazzCash,Ali,2864.58,2170.68,693.9,24.22
ORD-02111,10/18/2025,Tablet,Electronics,Lahore,2,601.12,321.92,Retail Store,Cash,Bilal,1202.24,643.84,558.4,46.45
ORD-09185,7/27/2025,External SSD,Electronics,Karachi,10,129.6,82.16,Online,Credit Card,Ayesha,1296,821.6,474.4,36.6
ORD-03678,11/17/2025,Smartphone,Electronics,Rawalpindi,9,1045.76,749.86,Corporate,Cash,Hamza,9411.84,6748.74,2663.1,28.3
ORD-09963,2/28/2025,Desk,Furniture,Islamabad,5,347.12,187.06,Online,Debit Card,Maham,1735.6,935.3,800.3,46.11
ORD-04717,9/11/2025,Keyboard,Accessories,Faisalabad,9,64.68,44.11,Retail Store,Credit Card,Bilal,582.12,396.99,185.13,31.8
ORD-01298,4/23/2025,Printer,Office,Rawalpindi,1,396.57,152.21,Online,Credit Card,Maham,396.57,152.21,244.36,61.62
ORD-07567,3/27/2025,Printer,Office,Rawalpindi,5,453.54,220.93,Retail Store,Credit Card,Danish,2267.7,1104.65,1163.05,51.29
ORD-01163,5/18/2025,Office Chair,Furniture,Faisalabad,7,245.66,116.15,Online,Bank Transfer,Usman,1719.62,813.05,906.57,52.72
ORD-07416,12/4/2025,Laptop,Electronics,Islamabad,9,1157.29,827.54,Corporate,JazzCash,Hamza,10415.61,7447.86,2967.75,28.49
ORD-07324,9/3/2025,External SSD,Electronics,Multan,3,174.59,119.85,Online,Bank Transfer,Maham,523.77,359.55,164.22,31.35
ORD-01528,10/18/2025,External SSD,Electronics,Multan,9,190.83,74.78,Retail Store,Debit Card,Danish,1717.47,673.02,1044.45,60.81
ORD-04363,8/15/2025,Laptop,Electronics,Sialkot,7,1397.98,928.1,Retail Store,Cash,Hina,9785.86,6496.7,3289.16,33.61
ORD-04163,9/1/2025,Office Chair,Furniture,Rawalpindi,2,301.67,208.36,Retail Store,Credit Card,Hamza,603.34,416.72,186.62,30.93
ORD-05864,1/4/2025,Keyboard,Accessories,Peshawar,8,99.03,66.2,Online,Debit Card,Bilal,792.24,529.6,262.64,33.15
ORD-00059,10/9/2025,Tablet,Electronics,Islamabad,10,753.99,381.98,Retail Store,Debit Card,Zoya,7539.9,3819.8,3720.1,49.34
ORD-03034,5/10/2025,Desk,Furniture,Peshawar,6,530.08,295.8,Corporate,JazzCash,Zoya,3180.48,1774.8,1405.68,44.2
ORD-07414,4/24/2025,Laptop,Electronics,Peshawar,4,1148.43,742.56,Online,Cash,Ali,4593.72,2970.24,1623.48,35.34
ORD-07235,2/21/2025,Office Chair,Furniture,Karachi,6,251.79,157.66,Retail Store,JazzCash,,1510.74,945.96,564.78,37.38
ORD-06946,10/8/2025,Office Chair,Furniture,Multan,5,421.83,228.22,Corporate,JazzCash,Ali,2109.15,1141.1,968.05,45.9
ORD-04303,10/27/2025,Webcam,Accessories,Lahore,8,123.65,55.23,Retail Store,Debit Card,Ali,989.2,441.84,547.36,55.33
ORD-08849,1/9/2025,External SSD,Electronics,Multan,6,128.65,104.46,Retail Store,Debit Card,Danish,771.9,626.76,145.14,18.8
ORD-06058,10/28/2025,Wireless Mouse,Accessories,Rawalpindi,5,31.37,27.85,Corporate,Credit Card,Hina,156.85,139.25,17.6,11.22
ORD-06425,4/16/2025,External SSD,Electronics,Sialkot,1,297.23,143.76,Corporate,Bank Transfer,Ali,297.23,143.76,153.47,51.63
ORD-08237,3/28/2025,Monitor,Electronics,Karachi,1,457.1,245.71,Online,Credit Card,Usman,457.1,245.71,211.39,46.25
ORD-03326,1/10/2025,Tablet,Electronics,Lahore,10,725.69,383.79,Retail Store,Credit Card,Zoya,7256.9,3837.9,3419,47.11
ORD-08901,10/4/2025,Headphones,Accessories,Karachi,10,77.71,37,Corporate,Credit Card,Sara,777.1,370,407.1,52.39
ORD-00677,7/26/2025,Tablet,Electronics,Faisalabad,10,511.36,358.86,Corporate,JazzCash,Sara,5113.6,3588.6,1525,29.82
ORD-03622,1/14/2025,Tablet,Electronics,Sialkot,1,761.04,197.72,Corporate,Bank Transfer,Ali,761.04,197.72,563.32,74.02
ORD-03694,6/25/2025,Wireless Mouse,Accessories,Peshawar,7,46.74,40.01,Retail Store,JazzCash,Danish,327.18,280.07,47.11,14.4
ORD-05269,3/7/2025,Webcam,Accessories,Lahore,3,123.2,85.63,Retail Store,Credit Card,Bilal,369.6,256.89,112.71,30.5
ORD-09520,5/25/2025,Keyboard,Accessories,Islamabad,3,70.31,46.43,Corporate,Debit Card,Ayesha,210.93,139.29,71.64,33.96
ORD-02759,9/13/2025,Wireless Mouse,Accessories,Rawalpindi,7,48.05,32.32,Retail Store,JazzCash,Danish,336.35,226.24,110.11,32.74
ORD-08582,4/18/2025,Webcam,Accessories,Peshawar,8,139.21,51.02,Online,Bank Transfer,Hina,1113.68,408.16,705.52,63.35
ORD-07785,9/13/2025,Keyboard,Accessories,Multan,7,112.69,67.47,Retail Store,Bank Transfer,Hina,788.83,472.29,316.54,40.13
ORD-02148,11/4/2025,Keyboard,Accessories,Sialkot,8,116.96,47.99,Corporate,Cash,Zoya,935.68,383.92,551.76,58.97
ORD-03609,3/21/2025,Monitor,Electronics,Multan,10,337.53,280.71,Online,Bank Transfer,Hina,3375.3,2807.1,568.2,16.83
ORD-06411,1/21/2025,Wireless Mouse,Accessories,Rawalpindi,6,62.2,24.04,Corporate,Cash,Danish,373.2,144.24,228.96,61.35
ORD-07653,7/15/2025,Printer,Office,Sialkot,7,495.2,262.98,Retail Store,Cash,Danish,3466.4,1840.86,1625.54,46.89
ORD-05272,4/19/2025,Printer,Office,Sialkot,1,325.38,232.36,Online,Debit Card,Hina,325.38,232.36,93.02,28.59
ORD-00867,7/16/2025,Tablet,Electronics,Multan,6,491.12,251.39,Online,Debit Card,Maham,2946.72,1508.34,1438.38,48.81
ORD-06679,11/1/2025,Printer,Office,Karachi,7,267.04,218.88,Online,Credit Card,Bilal,1869.28,1532.16,337.12,18.03
ORD-07882,2/9/2025,Webcam,Accessories,Peshawar,6,134.93,64.25,Online,Debit Card,Sara,809.58,385.5,424.08,52.38
ORD-04589,3/29/2025,Laptop,Electronics,Lahore,3,1369.34,1016.17,Corporate,Debit Card,Maham,4108.02,3048.51,1059.51,25.79
ORD-08035,6/6/2025,Laptop,Electronics,Sialkot,8,1370.13,890.13,Online,Credit Card,Zoya,10961.04,7121.04,3840,35.03
ORD-03035,9/15/2025,Laptop,Electronics,Karachi,3,1206.01,965.42,Corporate,Bank Transfer,Maham,3618.03,2896.26,721.77,19.95
ORD-01617,1/30/2025,Tablet,Electronics,Multan,8,269.83,229.25,Corporate,Bank Transfer,Hamza,2158.64,1834,324.64,15.04
ORD-05562,7/12/2025,Keyboard,Accessories,Lahore,8,66.93,28.79,Corporate,Credit Card,Zoya,535.44,230.32,305.12,56.98
ORD-02471,12/6/2025,External SSD,Electronics,Multan,10,183.9,141.61,Online,Debit Card,Maham,1839,1416.1,422.9,23
ORD-09196,3/17/2025,Desk,Furniture,Karachi,6,614.12,280.46,Retail Store,Credit Card,Hina,3684.72,1682.76,2001.96,54.33
ORD-02129,8/7/2025,Laptop,Electronics,Lahore,2,1156.08,853.19,Retail Store,,Maham,2312.16,1706.38,605.78,26.2
ORD-07034,8/17/2025,Webcam,Accessories,Karachi,9,73.35,55.08,Online,Bank Transfer,Hamza,660.15,495.72,164.43,24.91
ORD-09721,5/19/2025,Wireless Mouse,Accessories,Peshawar,4,41.63,11.72,Retail Store,Debit Card,Bilal,166.52,46.88,119.64,71.85
ORD-02376,12/17/2025,Desk,Furniture,Lahore,6,407.5,170.45,Corporate,Bank Transfer,Danish,2445,1022.7,1422.3,58.17
ORD-04529,8/10/2025,Laptop,Electronics,Faisalabad,2,1394.4,782.63,Retail Store,Credit Card,Hina,2788.8,1565.26,1223.54,43.87
ORD-01211,7/17/2025,External SSD,Electronics,Peshawar,4,211.95,185.16,Online,Debit Card,Usman,847.8,740.64,107.16,12.64
ORD-02698,11/23/2025,Keyboard,Accessories,Islamabad,5,68.75,44.83,Online,JazzCash,Hina,343.75,224.15,119.6,34.79
ORD-04231,11/25/2025,Smartphone,Electronics,Rawalpindi,1,765.62,473.31,Retail Store,JazzCash,Zoya,765.62,473.31,292.31,38.18
ORD-06106,4/12/2025,Printer,Office,Sialkot,10,219.06,166.72,Online,Cash,Usman,2190.6,1667.2,523.4,23.89
ORD-03434,5/22/2025,Desk,Furniture,Sialkot,3,514.13,272.39,Corporate,Debit Card,Hina,1542.39,817.17,725.22,47.02
ORD-04191,6/18/2025,Keyboard,Accessories,Peshawar,10,51.83,30.27,Retail Store,Credit Card,Danish,518.3,302.7,215.6,41.6
ORD-03654,6/27/2025,Webcam,Accessories,Islamabad,4,46.86,28.01,Online,Cash,Danish,187.44,112.04,75.4,40.23
ORD-07654,5/11/2025,Laptop,Electronics,Sialkot,6,1404.8,675.25,Online,Debit Card,Zoya,8428.8,4051.5,4377.3,51.93
ORD-05031,6/5/2025,Webcam,Accessories,Faisalabad,10,120.33,90.34,Retail Store,Credit Card,Bilal,1203.3,903.4,299.9,24.92
ORD-05014,4/26/2025,Wireless Mouse,Accessories,Lahore,8,57.65,32.93,Corporate,Debit Card,Ayesha,461.2,263.44,197.76,42.88
ORD-06951,5/26/2025,Tablet,Electronics,Peshawar,6,563.6,341.07,Retail Store,Credit Card,Danish,3381.6,2046.42,1335.18,39.48
ORD-00618,9/28/2025,Laptop,Electronics,Multan,3,1456.16,687.39,Online,Cash,Bilal,4368.48,2062.17,2306.31,52.79
ORD-05199,8/26/2025,Smartphone,Electronics,Multan,9,776.37,524.87,Corporate,Bank Transfer,Sara,6987.33,4723.83,2263.5,32.39
ORD-09104,6/26/2025,Webcam,Accessories,Rawalpindi,8,55.75,25.15,Online,Bank Transfer,Hina,446,201.2,244.8,54.89
ORD-03435,7/11/2025,Desk,Furniture,Lahore,2,558.82,413.02,Retail Store,Bank Transfer,Ayesha,1117.64,826.04,291.6,26.09
ORD-09518,9/7/2025,Desk,Furniture,Islamabad,10,549.76,457.2,Corporate,Bank Transfer,Hina,5497.6,4572,925.6,16.84
ORD-00767,1/31/2025,Wireless Mouse,Accessories,Multan,2,59.73,18.12,Retail Store,Cash,Sara,119.46,36.24,83.22,69.66
ORD-03606,5/17/2025,Keyboard,Accessories,Islamabad,3,108.75,59,Corporate,JazzCash,Bilal,326.25,177,149.25,45.75
ORD-05305,2/4/2025,Printer,Office,Islamabad,5,215.77,186.87,Retail Store,Cash,Ali,1078.85,934.35,144.5,13.39
ORD-09257,4/1/2025,Monitor,Electronics,Sialkot,6,233,172.51,Retail Store,Debit Card,Sara,1398,1035.06,362.94,25.96
ORD-01145,2/11/2025,Smartphone,Electronics,Peshawar,10,1191.93,309.54,Online,JazzCash,Zoya,11919.3,3095.4,8823.9,74.03
ORD-07677,6/4/2025,Smartphone,Electronics,Islamabad,6,1170.81,639.82,Online,Debit Card,Usman,7024.86,3838.92,3185.94,45.35
ORD-02679,12/14/2025,Laptop,Electronics,Karachi,5,1347.05,758.85,Corporate,Bank Transfer,Sara,6735.25,3794.25,2941,43.67
ORD-00463,2/20/2025,Laptop,Electronics,Faisalabad,5,1103.83,735.8,Corporate,Credit Card,Ali,5519.15,3679,1840.15,33.34
ORD-04763,2/15/2025,Webcam,Accessories,Peshawar,9,101.66,36.89,Corporate,Credit Card,Zoya,914.94,332.01,582.93,63.71
ORD-01942,6/27/2025,Office Chair,Furniture,Rawalpindi,2,375.04,119.42,Retail Store,Bank Transfer,Usman,750.08,238.84,511.24,68.16
ORD-06330,1/7/2025,Laptop,Electronics,Peshawar,4,1283.68,787.7,Online,Debit Card,Danish,5134.72,3150.8,1983.92,38.64
ORD-04575,7/13/2025,Webcam,Accessories,Sialkot,1,49.77,41.11,Corporate,Bank Transfer,Ayesha,49.77,41.11,8.66,17.4
ORD-04253,12/13/2025,Desk,Furniture,Peshawar,7,394.82,248.5,Corporate,Debit Card,Bilal,2763.74,1739.5,1024.24,37.06
ORD-05326,3/30/2025,Webcam,Accessories,Lahore,6,102.74,56.48,Online,Bank Transfer,Danish,616.44,338.88,277.56,45.03
ORD-03384,9/19/2025,Tablet,Electronics,Peshawar,6,787.51,574.09,Retail Store,Credit Card,Bilal,4725.06,3444.54,1280.52,27.1
ORD-08002,2/13/2025,Webcam,Accessories,Rawalpindi,8,97.96,79.64,Corporate,Credit Card,Hina,783.68,637.12,146.56,18.7
ORD-08914,10/17/2025,Webcam,Accessories,Sialkot,3,112.78,27.75,Retail Store,Cash,Hina,338.34,83.25,255.09,75.39
ORD-02228,6/2/2025,Office Chair,Furniture,Peshawar,7,175.63,107.32,Corporate,JazzCash,Ali,1229.41,751.24,478.17,38.89
ORD-08711,9/12/2025,External SSD,Electronics,Multan,7,144.45,98.28,Retail Store,Debit Card,Hina,1011.15,687.96,323.19,31.96
ORD-00829,7/9/2025,Headphones,Accessories,Multan,3,176.84,106.98,Retail Store,Cash,Ayesha,530.52,320.94,209.58,39.5
ORD-06517,6/29/2025,Monitor,Electronics,Faisalabad,10,223.68,179.26,Online,JazzCash,,2236.8,1792.6,444.2,19.86
ORD-03468,7/6/2025,Smartphone,Electronics,Lahore,9,745.03,644.72,Corporate,JazzCash,Zoya,6705.27,5802.48,902.79,13.46
ORD-02448,6/25/2025,Desk,Furniture,Rawalpindi,1,274.6,208.55,Retail Store,Bank Transfer,Hamza,274.6,208.55,66.05,24.05
ORD-08884,9/26/2025,Webcam,Accessories,Multan,3,106.12,34.14,Corporate,Debit Card,Danish,318.36,102.42,215.94,67.83
ORD-08098,9/16/2025,External SSD,Electronics,Multan,6,102.78,77.85,Retail Store,Bank Transfer,Usman,616.68,467.1,149.58,24.26
ORD-03152,4/28/2025,Headphones,Accessories,Faisalabad,5,87.35,70.84,Online,Credit Card,Danish,436.75,354.2,82.55,18.9
ORD-09291,2/23/2025,Office Chair,Furniture,Multan,6,404.37,140.06,Retail Store,Debit Card,Danish,2426.22,840.36,1585.86,65.36
ORD-04756,10/14/2025,Wireless Mouse,Accessories,Lahore,9,55.41,32.75,Retail Store,Credit Card,Zoya,498.69,294.75,203.94,40.9
ORD-02868,9/20/2025,Printer,Office,Sialkot,2,486.77,120.68,Corporate,JazzCash,Sara,973.54,241.36,732.18,75.21
ORD-04903,8/16/2025,Office Chair,Furniture,Multan,4,259.11,181.93,Online,Credit Card,Ayesha,1036.44,727.72,308.72,29.79
ORD-00021,10/23/2025,Monitor,Electronics,Faisalabad,5,286.78,183.07,Retail Store,Cash,Usman,1433.9,915.35,518.55,36.16
ORD-01938,5/3/2025,Monitor,Electronics,Karachi,7,308.47,239.06,Corporate,Bank Transfer,Usman,2159.29,1673.42,485.87,22.5
ORD-08714,3/4/2025,Desk,Furniture,Sialkot,7,473.74,257.55,Retail Store,Debit Card,Hina,3316.18,1802.85,1513.33,45.63
ORD-07406,3/18/2025,Webcam,Accessories,Karachi,2,134.66,48.48,Online,JazzCash,Sara,269.32,96.96,172.36,64
ORD-09789,1/7/2025,Smartphone,Electronics,Rawalpindi,7,559.47,244.46,Retail Store,Debit Card,Hina,3916.29,1711.22,2205.07,56.31
ORD-02390,9/13/2025,Tablet,Electronics,Multan,4,253.86,188.9,Corporate,JazzCash,Usman,1015.44,755.6,259.84,25.59
ORD-01296,11/13/2025,External SSD,Electronics,Sialkot,6,143.98,129.41,Online,JazzCash,Usman,863.88,776.46,87.42,10.12
ORD-03786,9/4/2025,External SSD,Electronics,Faisalabad,5,273.02,138.66,Online,Credit Card,Maham,1365.1,693.3,671.8,49.21
ORD-00592,7/21/2025,External SSD,Electronics,Multan,6,139.6,89.54,Online,Credit Card,Danish,837.6,537.24,300.36,35.86
ORD-01407,7/21/2025,Desk,Furniture,Multan,3,620.5,292.97,Online,Debit Card,Hamza,1861.5,878.91,982.59,52.78
ORD-00222,4/25/2025,Office Chair,Furniture,Peshawar,2,319.23,226.74,Online,Credit Card,Ali,638.46,453.48,184.98,28.97
ORD-05643,1/1/2025,Keyboard,Accessories,Multan,9,111.29,78.17,Corporate,Cash,Ali,1001.61,703.53,298.08,29.76
ORD-06278,10/9/2025,Smartphone,Electronics,Sialkot,10,640.67,536.21,Corporate,Debit Card,Danish,6406.7,5362.1,1044.6,16.3
ORD-04440,7/6/2025,Tablet,Electronics,Karachi,6,777.09,301.81,Retail Store,Bank Transfer,Danish,4662.54,1810.86,2851.68,61.16
ORD-00859,9/30/2025,Headphones,Accessories,Islamabad,2,125.96,75.27,Corporate,Bank Transfer,Maham,251.92,150.54,101.38,40.24
ORD-08900,4/26/2025,Office Chair,Furniture,Sialkot,5,288.17,246.66,Corporate,JazzCash,Ayesha,1440.85,1233.3,207.55,14.4
ORD-04268,8/2/2025,Tablet,Electronics,Multan,6,387.49,223.85,Corporate,Cash,Zoya,2324.94,1343.1,981.84,42.23
ORD-06947,12/13/2025,Tablet,Electronics,Karachi,5,582.23,249.23,Online,Cash,Hina,2911.15,1246.15,1665,57.19
ORD-02169,6/17/2025,Smartphone,Electronics,Multan,2,614.15,350.52,Retail Store,Bank Transfer,Ali,1228.3,701.04,527.26,42.93
ORD-04533,3/19/2025,Keyboard,Accessories,Lahore,1,83.73,20.57,Corporate,JazzCash,Ali,83.73,20.57,63.16,75.43
ORD-05590,3/7/2025,Headphones,Accessories,Rawalpindi,2,65.65,52.5,Online,Bank Transfer,Sara,131.3,105,26.3,20.03
ORD-02936,12/30/2025,Keyboard,Accessories,Sialkot,8,96.13,33.07,Online,Cash,Sara,769.04,264.56,504.48,65.6
ORD-07306,10/4/2025,Keyboard,Accessories,Islamabad,1,102.43,54.87,Online,Bank Transfer,Zoya,102.43,54.87,47.56,46.43
ORD-01656,9/19/2025,Printer,Office,Islamabad,3,413.69,294.98,Online,Debit Card,Usman,1241.07,884.94,356.13,28.7
ORD-00995,5/16/2025,Printer,Office,Multan,2,345.88,138.48,Retail Store,Cash,Bilal,691.76,276.96,414.8,59.96
ORD-05786,11/10/2025,Keyboard,Accessories,Lahore,9,69.17,43.08,Online,Cash,Usman,622.53,387.72,234.81,37.72
ORD-00731,12/18/2025,Wireless Mouse,Accessories,Lahore,6,37.54,20.77,Online,Bank Transfer,Danish,225.24,124.62,100.62,44.67
ORD-03990,8/8/2025,Office Chair,Furniture,Multan,10,309.31,173.9,Retail Store,JazzCash,Sara,3093.1,1739,1354.1,43.78
ORD-07043,12/24/2025,Tablet,Electronics,Lahore,1,505.07,399.44,Corporate,JazzCash,Danish,505.07,399.44,105.63,20.91
ORD-08403,4/29/2025,Webcam,Accessories,Faisalabad,6,50.73,34.53,Corporate,Credit Card,Usman,304.38,207.18,97.2,31.93
ORD-07542,4/7/2025,Printer,Office,Islamabad,10,197.54,168.74,Online,Bank Transfer,Hamza,1975.4,1687.4,288,14.58
ORD-09084,12/8/2025,Wireless Mouse,Accessories,Lahore,2,25.17,16.87,Retail Store,JazzCash,Bilal,50.34,33.74,16.6,32.98
ORD-09019,3/9/2025,Laptop,Electronics,Sialkot,1,1270.73,855.72,Corporate,JazzCash,Ayesha,1270.73,855.72,415.01,32.66
ORD-03017,9/26/2025,Monitor,Electronics,Multan,8,386.77,325.28,Retail Store,Credit Card,Danish,3094.16,2602.24,491.92,15.9
ORD-09656,12/16/2025,Office Chair,Furniture,Faisalabad,6,432.1,151.5,Retail Store,JazzCash,Zoya,2592.6,909,1683.6,64.94
ORD-00466,6/19/2025,Wireless Mouse,Accessories,Faisalabad,3,22.17,16.15,Corporate,Cash,Maham,66.51,48.45,18.06,27.15
ORD-05222,3/24/2025,Wireless Mouse,Accessories,Sialkot,8,64.84,41.55,Retail Store,Credit Card,Usman,518.72,332.4,186.32,35.92
ORD-06791,4/3/2025,Smartphone,Electronics,Faisalabad,7,630.91,490.7,Retail Store,Cash,Bilal,4416.37,3434.9,981.47,22.22
ORD-08027,5/28/2025,Wireless Mouse,Accessories,Lahore,5,60.69,35.84,Corporate,Cash,Ayesha,303.45,179.2,124.25,40.95
ORD-00158,2/8/2025,Office Chair,Furniture,Peshawar,5,421.19,273.11,Corporate,Debit Card,Ali,2105.95,1365.55,740.4,35.16
ORD-07085,1/12/2025,External SSD,Electronics,Multan,8,105.74,75.19,Corporate,Debit Card,Maham,845.92,601.52,244.4,28.89
ORD-02311,12/1/2025,Keyboard,Accessories,Islamabad,9,55.08,24.61,Online,Credit Card,Sara,495.72,221.49,274.23,55.32
ORD-06889,11/19/2025,Monitor,Electronics,Lahore,7,345.75,205.79,Corporate,JazzCash,Danish,2420.25,1440.53,979.72,40.48
ORD-00186,1/15/2025,Smartphone,Electronics,Multan,6,704.67,589.67,Corporate,Credit Card,Zoya,4228.02,3538.02,690,16.32
ORD-01003,5/11/2025,Desk,Furniture,Lahore,6,460.64,250,Online,JazzCash,Bilal,2763.84,1500,1263.84,45.73
ORD-07056,11/6/2025,Webcam,Accessories,Karachi,3,46.23,39.59,Online,Bank Transfer,Zoya,138.69,118.77,19.92,14.36
ORD-05427,5/16/2025,Wireless Mouse,Accessories,Rawalpindi,10,47.99,34.39,Retail Store,Credit Card,Ayesha,479.9,343.9,136,28.34
ORD-00401,4/5/2025,Headphones,Accessories,Karachi,2,209.3,119.47,Online,Credit Card,Sara,418.6,238.94,179.66,42.92
ORD-02681,4/20/2025,Printer,Office,Faisalabad,7,342.33,265.42,Retail Store,JazzCash,Danish,2396.31,1857.94,538.37,22.47
ORD-04360,2/11/2025,Smartphone,Electronics,Islamabad,7,1095.81,313.17,Online,Credit Card,Danish,7670.67,2192.19,5478.48,71.42
ORD-08114,10/9/2025,Monitor,Electronics,Faisalabad,6,348.43,255.6,Retail Store,Cash,Sara,2090.58,1533.6,556.98,26.64
ORD-07377,11/6/2025,Webcam,Accessories,Sialkot,2,71.56,49.92,Corporate,JazzCash,Hina,143.12,99.84,43.28,30.24
ORD-04082,4/16/2025,Keyboard,Accessories,Peshawar,10,107.65,27.31,Corporate,JazzCash,Hamza,1076.5,273.1,803.4,74.63
ORD-04635,5/9/2025,Printer,Office,Multan,1,277.43,193.25,Online,Bank Transfer,Sara,277.43,193.25,84.18,30.34
ORD-09942,8/22/2025,Webcam,Accessories,Islamabad,7,67.34,56.91,Corporate,Debit Card,Maham,471.38,398.37,73.01,15.49
ORD-07225,2/9/2025,Smartphone,Electronics,Faisalabad,9,1192.82,331.16,Retail Store,JazzCash,Hina,10735.38,2980.44,7754.94,72.24
ORD-09804,2/10/2025,Webcam,Accessories,Sialkot,6,46.72,35.49,Retail Store,Credit Card,Usman,280.32,212.94,67.38,24.04
ORD-01251,9/22/2025,Printer,Office,Multan,6,188.34,136.25,Corporate,Cash,Zoya,1130.04,817.5,312.54,27.66
ORD-04787,11/16/2025,Printer,Office,Lahore,1,432.59,227.64,Corporate,Debit Card,Usman,432.59,227.64,204.95,47.38
ORD-02771,5/15/2025,Keyboard,Accessories,Multan,10,92.41,57.37,Online,Credit Card,Bilal,924.1,573.7,350.4,37.92
ORD-00060,8/27/2025,Smartphone,Electronics,Peshawar,5,1023.95,582.25,Retail Store,Cash,Hamza,5119.75,2911.25,2208.5,43.14
ORD-02738,11/10/2025,Office Chair,Furniture,Islamabad,1,410.89,260.45,Corporate,JazzCash,Danish,410.89,260.45,150.44,36.61
ORD-01114,9/8/2025,Headphones,Accessories,Karachi,2,108.09,34.46,Online,Debit Card,Hamza,216.18,68.92,147.26,68.12
ORD-09457,12/11/2025,External SSD,Electronics,Faisalabad,10,116.17,100.39,Online,Debit Card,Maham,1161.7,1003.9,157.8,13.58
ORD-03530,10/21/2025,Smartphone,Electronics,Lahore,7,412.24,285.8,Retail Store,Debit Card,Hamza,2885.68,2000.6,885.08,30.67
ORD-01329,10/24/2025,Headphones,Accessories,Peshawar,6,126.92,36.11,Corporate,Cash,Sara,761.52,216.66,544.86,71.55
ORD-04739,6/29/2025,Headphones,Accessories,Faisalabad,5,127.73,60.61,Corporate,Credit Card,Hamza,638.65,303.05,335.6,52.55
ORD-06714,6/14/2025,Smartphone,Electronics,Faisalabad,5,1115.29,584.71,Retail Store,Bank Transfer,Sara,5576.45,2923.55,2652.9,47.57
ORD-02185,6/14/2025,Tablet,Electronics,Lahore,9,283.24,209.3,Online,JazzCash,Ali,2549.16,1883.7,665.46,26.11
ORD-06105,8/8/2025,Desk,Furniture,Sialkot,9,514.26,318.33,Online,Cash,Usman,4628.34,2864.97,1763.37,38.1
ORD-05604,5/1/2025,Tablet,Electronics,Sialkot,2,516.98,426.17,Corporate,Cash,Zoya,1033.96,852.34,181.62,17.57
ORD-08721,1/4/2025,Webcam,Accessories,Faisalabad,3,94.67,36.6,Online,JazzCash,Ayesha,284.01,109.8,174.21,61.34
ORD-05934,4/8/2025,Desk,Furniture,Rawalpindi,10,547,171.5,Retail Store,JazzCash,Danish,5470,1715,3755,68.65
ORD-07602,2/26/2025,Webcam,Accessories,Peshawar,4,139.46,54.83,Online,Cash,Ali,557.84,219.32,338.52,60.68
ORD-04790,10/21/2025,Office Chair,Furniture,Sialkot,6,425.57,163.9,Retail Store,Credit Card,Bilal,2553.42,983.4,1570.02,61.49
ORD-01551,12/14/2025,Laptop,Electronics,Multan,9,1392.52,997.43,Corporate,Credit Card,Hina,12532.68,8976.87,3555.81,28.37
ORD-01010,4/16/2025,Printer,Office,Faisalabad,9,200.59,141.2,Online,Credit Card,Bilal,1805.31,1270.8,534.51,29.61
ORD-07591,9/30/2025,Printer,Office,Peshawar,8,302.42,160.46,Online,JazzCash,Ali,2419.36,1283.68,1135.68,46.94
