Order_ID,Order_Date,Product,Category,Region,Quantity,Unit_Price,Unit_Cost,Sales_Channel,Payment_Method,Salesperson,Sales,Total_Cost,Profit,Profit_Margin,Order_Year,Order_Month,Order_Day
ORD-08455,2025-12-01,Webcam,Accessories,Multan,9,105.75,43.61,Online,Debit Card,Maham,951.75,392.49,559.26,58.76,2025,12,1
ORD-06250,2025-07-17,Tablet,Electronics,Faisalabad,10,401.84,222.59,Corporate,Bank Transfer,Usman,4018.4,2225.9,1792.5,44.61,2025,7,17
ORD-06756,2025-05-02,Smartphone,Electronics,Lahore,3,895.08,581.41,Retail Store,Debit Card,Hina,2685.24,1744.23,941.01,35.04,2025,5,2
ORD-03155,2025-06-26,Printer,Office,Islamabad,5,226.6,120.11,Retail Store,Debit Card,Ayesha,1133.0,600.55,532.45,46.99,2025,6,26
ORD-06439,2025-05-17,Keyboard,Accessories,Multan,9,93.81,20.87,Retail Store,Bank Transfer,Hina,844.29,187.83,656.46,77.75,2025,5,17
ORD-00593,2025-03-13,Monitor,Electronics,Lahore,2,321.89,228.98,Online,Cash,Sara,643.78,457.96,185.82,28.86,2025,3,13
ORD-05553,2025-07-26,Keyboard,Accessories,Sialkot,3,42.82,29.37,Corporate,Bank Transfer,Danish,128.46,88.11,40.35,31.41,2025,7,26
ORD-01966,2025-03-25,Wireless Mouse,Accessories,Rawalpindi,6,85.5,27.5,Retail Store,Bank Transfer,Ayesha,513.0,165.0,348.0,67.84,2025,3,25
ORD-05466,2025-03-15,Desk,Furniture,Rawalpindi,4,387.72,265.39,Corporate,Credit Card,Maham,1550.88,1061.56,489.32,31.55,2025,3,15
ORD-02184,2025-11-28,Keyboard,Accessories,Multan,4,99.91,47.44,Corporate,Credit Card,Ali,399.64,189.76,209.88,52.52,2025,11,28
ORD-00972,2025-01-16,Headphones,Accessories,Peshawar,7,197.69,88.24,Online,Credit Card,Ali,1383.83,617.68,766.15,55.36,2025,1,16
ORD-02200,2025-05-23,Printer,Office,Karachi,3,303.93,137.77,Corporate,Debit Card,Bilal,911.79,413.31,498.48,54.67,2025,5,23
ORD-05842,2025-08-23,External SSD,Electronics,Peshawar,3,186.22,112.96,Retail Store,Cash,Sara,558.66,338.88,219.78,39.34,2025,8,23
ORD-08586,2025-01-16,Headphones,Accessories,Sialkot,2,121.32,76.65,Corporate,JazzCash,Hamza,242.64,153.3,89.34,36.82,2025,1,16
ORD-03124,2025-09-29,Desk,Furniture,Peshawar,5,637.79,179.3,Corporate,Debit Card,Ayesha,3188.95,896.5,2292.45,71.89,2025,9,29
ORD-05546,2025-08-28,Tablet,Electronics,Lahore,3,449.85,296.6,Online,Debit Card,Bilal,1349.55,889.8,459.75,34.07,2025,8,28
ORD-04337,2025-10-25,Office Chair,Furniture,Rawalpindi,5,235.08,100.17,Retail Store,Credit Card,Ayesha,1175.4,500.85,674.55,57.39,2025,10,25
ORD-01480,2025-06-03,Wireless Mouse,Accessories,Rawalpindi,1,58.77,11.9,Corporate,Credit Card,Ayesha,58.77,11.9,46.87,79.75,2025,6,3
ORD-03579,2025-06-23,Monitor,Electronics,Faisalabad,3,273.49,235.23,Online,Credit Card,Zoya,820.47,705.69,114.78,13.99,2025,6,23
ORD-04716,2025-06-15,Printer,Office,Faisalabad,6,472.39,186.27,Retail Store,Debit Card,Maham,2834.34,1117.62,1716.72,60.57,2025,6,15
ORD-08844,2025-07-29,Printer,Office,Multan,9,241.38,155.23,Retail Store,Bank Transfer,Bilal,2172.42,1397.07,775.35,35.69,2025,7,29
ORD-00266,2025-12-12,Printer,Office,Lahore,7,301.06,236.35,Retail Store,Debit Card,Sara,2107.42,1654.45,452.97,21.49,2025,12,12
ORD-02871,2025-09-27,Webcam,Accessories,Rawalpindi,1,159.94,48.25,Retail Store,Bank Transfer,Ali,159.94,48.25,111.69,69.83,2025,9,27
ORD-03992,2025-04-28,Keyboard,Accessories,Karachi,9,114.9,31.18,Online,JazzCash,Hina,1034.1,280.62,753.48,72.86,2025,4,28
ORD-08060,2025-06-17,Keyboard,Accessories,Sialkot,2,41.59,36.83,Retail Store,Debit Card,Zoya,83.18,73.66,9.52,11.45,2025,6,17
ORD-04395,2025-06-14,Smartphone,Electronics,Rawalpindi,8,483.51,334.17,Online,Credit Card,Maham,3868.08,2673.36,1194.72,30.89,2025,6,14
ORD-01414,2025-02-02,Monitor,Electronics,Sialkot,8,534.37,334.69,Retail Store,Debit Card,Hamza,4274.96,2677.52,1597.44,37.37,2025,2,2
ORD-02099,2025-05-03,Desk,Furniture,Rawalpindi,9,628.96,185.37,Corporate,JazzCash,Bilal,5660.64,1668.33,3992.31,70.53,2025,5,3
ORD-05169,2025-01-20,Webcam,Accessories,Sialkot,5,63.55,44.76,Corporate,Bank Transfer,Maham,317.75,223.8,93.95,29.57,2025,1,20
ORD-02969,2025-06-08,Keyboard,Accessories,Multan,2,77.23,48.89,Online,Cash,Sara,154.46,97.78,56.68,36.7,2025,6,8
ORD-08539,2025-11-08,Smartphone,Electronics,Peshawar,9,1067.49,660.18,Retail Store,JazzCash,Sara,9607.41,5941.62,3665.79,38.16,2025,11,8
ORD-00317,2025-10-18,Office Chair,Furniture,Karachi,6,383.78,149.14,Retail Store,Cash,Ayesha,2302.68,894.84,1407.84,61.14,2025,10,18
ORD-06555,2025-08-15,Laptop,Electronics,Islamabad,9,942.94,773.28,Online,Credit Card,Ali,8486.46,6959.52,1526.94,17.99,2025,8,15
ORD-04891,2025-11-09,Monitor,Electronics,Peshawar,7,473.75,153.81,Online,JazzCash,Usman,3316.25,1076.67,2239.58,67.53,2025,11,9
ORD-08344,2025-09-21,Wireless Mouse,Accessories,Sialkot,1,52.0,32.72,Corporate,Bank Transfer,Ali,52.0,32.72,19.28,37.08,2025,9,21
ORD-06779,2025-12-25,Monitor,Electronics,Rawalpindi,3,393.91,348.19,Corporate,JazzCash,Sara,1181.73,1044.57,137.16,11.61,2025,12,25
ORD-08575,2025-10-04,External SSD,Electronics,Karachi,10,122.37,64.79,Corporate,0,Maham,1223.7,647.9,575.8,47.05,2025,10,4
ORD-01091,2025-01-24,Monitor,Electronics,Peshawar,4,411.62,329.88,Retail Store,JazzCash,Hina,1646.48,1319.52,326.96,19.86,2025,1,24
ORD-08941,2025-12-02,Desk,Furniture,Faisalabad,8,624.86,418.94,Online,Bank Transfer,Ayesha,4998.88,3351.52,1647.36,32.95,2025,12,2
ORD-02856,2025-10-30,Wireless Mouse,Accessories,Rawalpindi,3,64.12,14.52,Retail Store,Cash,Zoya,192.36,43.56,148.8,77.35,2025,10,30
ORD-06524,2025-06-13,Laptop,Electronics,Karachi,2,1463.82,1023.69,Retail Store,Cash,Sara,2927.64,2047.38,880.26,30.07,2025,6,13
ORD-00104,2025-01-22,Tablet,Electronics,Sialkot,7,451.63,302.19,Retail Store,JazzCash,Danish,3161.41,2115.33,1046.08,33.09,2025,1,22
ORD-07329,2025-06-08,Wireless Mouse,Accessories,Lahore,9,26.73,21.04,Online,Credit Card,Usman,240.57,189.36,51.21,21.29,2025,6,8
ORD-03470,2025-08-01,Headphones,Accessories,Islamabad,8,86.13,64.74,Online,Cash,Danish,689.04,517.92,171.12,24.83,2025,8,1
ORD-05227,2025-02-01,Printer,Office,Sialkot,3,410.31,129.87,Online,Debit Card,Maham,1230.93,389.61,841.32,68.35,2025,2,1
ORD-04618,2025-06-08,Printer,Office,Rawalpindi,2,353.02,197.34,Retail Store,JazzCash,Ayesha,706.04,394.68,311.36,44.1,2025,6,8
ORD-03681,2025-10-20,Tablet,Electronics,Multan,9,340.48,192.82,Online,Bank Transfer,Maham,3064.32,1735.38,1328.94,43.37,2025,10,20
ORD-06484,2025-02-02,Keyboard,Accessories,Karachi,7,110.92,50.4,Retail Store,Debit Card,Danish,776.44,352.8,423.64,54.56,2025,2,2
ORD-01191,2025-01-16,Laptop,Electronics,Multan,9,921.32,750.26,Corporate,Credit Card,Hamza,8291.88,6752.34,1539.54,18.57,2025,1,16
ORD-03188,2025-05-14,Printer,Office,Karachi,3,396.52,298.91,Online,Debit Card,Hamza,1189.56,896.73,292.83,24.62,2025,5,14
ORD-09697,2025-02-03,External SSD,Electronics,Rawalpindi,5,260.15,63.31,Corporate,Bank Transfer,Maham,1300.75,316.55,984.2,75.66,2025,2,3
ORD-04154,2025-09-03,Smartphone,Electronics,Multan,3,918.2,628.26,Corporate,JazzCash,Maham,2754.6,1884.78,869.82,31.58,2025,9,3
ORD-02146,2025-03-02,Headphones,Accessories,Sialkot,7,99.29,75.34,Retail Store,JazzCash,Maham,695.03,527.38,167.65,24.12,2025,3,2
ORD-08592,2025-07-20,Tablet,Electronics,Rawalpindi,6,778.96,538.34,Online,Credit Card,Maham,4673.76,3230.04,1443.72,30.89,2025,7,20
ORD-02475,2025-11-21,Webcam,Accessories,Sialkot,10,90.47,41.86,Online,Debit Card,Hamza,904.7,418.6,486.1,53.73,2025,11,21
ORD-02393,2025-09-14,Printer,Office,Lahore,5,321.27,270.01,Online,Cash,Bilal,1606.35,1350.05,256.3,15.96,2025,9,14
ORD-08055,2025-10-19,Keyboard,Accessories,Islamabad,6,85.48,36.13,Corporate,Credit Card,Hina,512.88,216.78,296.1,57.73,2025,10,19
ORD-01714,2025-07-27,Laptop,Electronics,Sialkot,4,1021.97,813.02,Corporate,Debit Card,Sara,4087.88,3252.08,835.8,20.45,2025,7,27
ORD-04792,2025-04-20,Monitor,Electronics,Peshawar,1,253.85,218.35,Retail Store,Cash,Ayesha,253.85,218.35,35.5,13.98,2025,4,20
ORD-03486,2025-11-05,Printer,Office,Karachi,2,342.51,267.35,Corporate,JazzCash,Hamza,685.02,534.7,150.32,21.94,2025,11,5
ORD-05420,2025-04-14,Headphones,Accessories,Peshawar,6,86.96,47.51,Online,Credit Card,Maham,521.76,285.06,236.7,45.37,2025,4,14
ORD-04769,2025-12-31,Laptop,Electronics,Karachi,7,996.82,891.6,Retail Store,Cash,Ali,6977.74,6241.2,736.54,10.56,2025,12,31
ORD-00009,2025-11-24,Tablet,Electronics,Islamabad,9,692.62,342.74,Online,Bank Transfer,Bilal,6233.58,3084.66,3148.92,50.52,2025,11,24
ORD-03740,2025-02-20,Tablet,Electronics,Faisalabad,8,575.08,376.08,Retail Store,Credit Card,Zoya,4600.64,3008.64,1592.0,34.6,2025,2,20
ORD-08598,2025-07-13,Tablet,Electronics,Rawalpindi,6,582.73,212.45,Retail Store,Credit Card,Danish,3496.38,1274.7,2221.68,63.54,2025,7,13
ORD-06928,2025-05-18,Monitor,Electronics,Rawalpindi,3,429.28,229.63,Retail Store,Cash,Hina,1287.84,688.89,598.95,46.51,2025,5,18
ORD-04828,2025-10-27,Headphones,Accessories,Peshawar,1,128.83,84.06,Corporate,Debit Card,Usman,128.83,84.06,44.77,34.75,2025,10,27
ORD-02770,2025-08-28,Tablet,Electronics,Rawalpindi,5,736.46,289.26,Retail Store,JazzCash,Ali,3682.3,1446.3,2236.0,60.72,2025,8,28
ORD-00568,2025-04-10,Wireless Mouse,Accessories,Peshawar,10,31.35,16.05,Online,Bank Transfer,Usman,313.5,160.5,153.0,48.8,2025,4,10
ORD-08904,2025-08-22,Wireless Mouse,Accessories,Peshawar,9,73.55,34.45,Online,Cash,Hamza,661.95,310.05,351.9,53.16,2025,8,22
ORD-09329,2025-07-19,Printer,Office,Multan,6,457.39,188.99,Corporate,Credit Card,Hina,2744.34,1133.94,1610.4,58.68,2025,7,19
ORD-08965,2025-03-03,Keyboard,Accessories,Peshawar,10,113.19,49.6,Corporate,Credit Card,Maham,1131.9,496.0,635.9,56.18,2025,3,3
ORD-05501,2025-05-13,Webcam,Accessories,Multan,10,95.43,33.39,Corporate,Cash,Usman,954.3,333.9,620.4,65.01,2025,5,13
ORD-01618,2025-05-24,Keyboard,Accessories,Faisalabad,2,45.18,24.94,Online,JazzCash,Ayesha,90.36,49.88,40.48,44.8,2025,5,24
ORD-04420,2025-04-14,Monitor,Electronics,Lahore,3,300.23,258.21,Corporate,Debit Card,Hina,900.69,774.63,126.06,14.0,2025,4,14
ORD-01079,2025-11-08,Keyboard,Accessories,Islamabad,1,119.36,34.87,Retail Store,Credit Card,Ali,119.36,34.87,84.49,70.79,2025,11,8
ORD-05401,2025-12-11,Laptop,Electronics,Faisalabad,9,1205.78,802.67,Corporate,Bank Transfer,Zoya,10852.02,7224.03,3627.99,33.43,2025,12,11
ORD-05230,2025-08-10,Desk,Furniture,Lahore,2,514.96,382.42,Corporate,Debit Card,Hamza,1029.92,764.84,265.08,25.74,2025,8,10
ORD-09207,2025-07-22,Desk,Furniture,Karachi,8,323.64,174.88,Online,Credit Card,Sara,2589.12,1399.04,1190.08,45.96,2025,7,22
ORD-02068,2025-10-24,Desk,Furniture,Peshawar,6,326.81,223.88,Online,Credit Card,Zoya,1960.86,1343.28,617.58,31.5,2025,10,24
ORD-02824,2025-10-19,Printer,Office,Karachi,1,342.98,173.92,Corporate,Cash,Zoya,342.98,173.92,169.06,49.29,2025,10,19
ORD-06481,2025-05-29,Monitor,Electronics,Islamabad,10,540.87,398.21,Corporate,Bank Transfer,Usman,5408.7,3982.1,1426.6,26.38,2025,5,29
ORD-07266,2025-02-14,Webcam,Accessories,Peshawar,6,95.44,69.96,Retail Store,Cash,Ayesha,572.64,419.76,152.88,26.7,2025,2,14
ORD-02211,2025-07-09,Desk,Furniture,Lahore,2,630.34,391.73,Online,JazzCash,Ali,1260.68,783.46,477.22,37.85,2025,7,9
ORD-07703,2025-12-31,Smartphone,Electronics,Faisalabad,5,553.04,313.75,Online,JazzCash,Hamza,2765.2,1568.75,1196.45,43.27,2025,12,31
ORD-06573,2025-10-08,Keyboard,Accessories,Karachi,8,110.51,58.58,Online,Cash,Ali,884.08,468.64,415.44,46.99,2025,10,8
ORD-04282,2025-02-20,Webcam,Accessories,Sialkot,3,123.31,67.31,Retail Store,Debit Card,Hamza,369.93,201.93,168.0,45.41,2025,2,20
ORD-08258,2025-12-27,Webcam,Accessories,Islamabad,10,116.16,51.59,Online,Cash,Ayesha,1161.6,515.9,645.7,55.59,2025,12,27
ORD-04066,2025-09-05,Headphones,Accessories,Lahore,2,154.36,81.09,Corporate,Credit Card,Hamza,308.72,162.18,146.54,47.47,2025,9,5
ORD-05545,2025-05-31,Smartphone,Electronics,Rawalpindi,9,1191.72,550.52,Online,Credit Card,Ayesha,10725.48,4954.68,5770.8,53.8,2025,5,31
ORD-09783,2025-10-05,Desk,Furniture,Lahore,7,415.22,233.52,Online,Cash,Hamza,2906.54,1634.64,1271.9,43.76,2025,10,5
ORD-01319,2025-04-17,External SSD,Electronics,Peshawar,7,197.66,118.16,Retail Store,Bank Transfer,Bilal,1383.62,827.12,556.5,40.22,2025,4,17
ORD-09568,2025-11-19,Desk,Furniture,Faisalabad,7,462.39,211.08,Retail Store,Credit Card,Maham,3236.73,1477.56,1759.17,54.35,2025,11,19
ORD-05688,2025-01-04,Tablet,Electronics,Karachi,10,670.31,481.5,Retail Store,Bank Transfer,Ayesha,6703.1,4815.0,1888.1,28.17,2025,1,4
ORD-01316,2025-05-17,Keyboard,Accessories,Sialkot,7,86.5,65.24,Retail Store,Debit Card,Bilal,605.5,456.68,148.82,24.58,2025,5,17
ORD-00037,2025-04-27,Laptop,Electronics,Sialkot,2,1086.19,904.66,Retail Store,Debit Card,Usman,2172.38,1809.32,363.06,16.71,2025,4,27
ORD-08668,2025-11-09,Office Chair,Furniture,Islamabad,5,260.66,169.25,Online,Debit Card,Zoya,1303.3,846.25,457.05,35.07,2025,11,9
ORD-08934,2025-10-21,Webcam,Accessories,Sialkot,7,72.51,48.04,Corporate,Credit Card,Ayesha,507.57,336.28,171.29,33.75,2025,10,21
ORD-03207,2025-08-22,Printer,Office,Karachi,10,499.86,279.63,Retail Store,Cash,Ayesha,4998.6,2796.3,2202.3,44.06,2025,8,22
ORD-06865,2025-05-29,Office Chair,Furniture,Multan,3,406.73,155.95,Online,Cash,Usman,1220.19,467.85,752.34,61.66,2025,5,29
ORD-08985,2025-01-02,External SSD,Electronics,Rawalpindi,4,117.87,95.81,Online,Debit Card,Bilal,471.48,383.24,88.24,18.72,2025,1,2
ORD-08125,2025-06-09,Printer,Office,Rawalpindi,1,212.76,140.94,Retail Store,Credit Card,Ali,212.76,140.94,71.82,33.76,2025,6,9
ORD-06963,2025-04-25,Office Chair,Furniture,Lahore,6,245.7,188.24,Online,JazzCash,Usman,1474.2,1129.44,344.76,23.39,2025,4,25
ORD-09795,2025-01-17,Tablet,Electronics,Sialkot,4,581.26,505.24,Corporate,Cash,Hina,2325.04,2020.96,304.08,13.08,2025,1,17
ORD-02907,2025-11-27,Wireless Mouse,Accessories,Multan,1,38.35,13.77,Online,Debit Card,Zoya,38.35,13.77,24.58,64.09,2025,11,27
ORD-00578,2025-09-05,External SSD,Electronics,Multan,5,88.84,76.64,Retail Store,Bank Transfer,Ali,444.2,383.2,61.0,13.73,2025,9,5
ORD-03132,2025-04-25,Tablet,Electronics,Lahore,4,382.26,223.07,Corporate,Bank Transfer,Hamza,1529.04,892.28,636.76,41.64,2025,4,25
ORD-03929,2025-08-31,Office Chair,Furniture,Sialkot,5,390.24,218.37,Retail Store,Debit Card,Zoya,1951.2,1091.85,859.35,44.04,2025,8,31
ORD-01442,2025-03-09,Keyboard,Accessories,Karachi,3,72.43,20.21,Corporate,Bank Transfer,Hamza,217.29,60.63,156.66,72.1,2025,3,9
ORD-01255,2025-05-30,Desk,Furniture,Islamabad,1,520.84,453.06,Corporate,Debit Card,Maham,520.84,453.06,67.78,13.01,2025,5,30
ORD-05981,2025-06-06,Smartphone,Electronics,Peshawar,1,1127.56,274.53,Online,Debit Card,Ayesha,1127.56,274.53,853.03,75.65,2025,6,6
ORD-02702,2025-08-13,Desk,Furniture,Multan,8,345.78,204.2,Retail Store,Bank Transfer,Hamza,2766.24,1633.6,1132.64,40.95,2025,8,13
ORD-02488,2025-01-24,Office Chair,Furniture,Karachi,9,203.16,112.34,Online,Credit Card,Maham,1828.44,1011.06,817.38,44.7,2025,1,24
ORD-07157,2025-07-10,Tablet,Electronics,Karachi,2,798.7,276.66,Retail Store,JazzCash,Ayesha,1597.4,553.32,1044.08,65.36,2025,7,10
ORD-09452,2025-12-22,Printer,Office,Lahore,6,476.77,225.48,Retail Store,Cash,Bilal,2860.62,1352.88,1507.74,52.71,2025,12,22
ORD-06623,2025-08-08,Monitor,Electronics,Islamabad,10,255.21,226.25,Retail Store,Credit Card,Hina,2552.1,2262.5,289.6,11.35,2025,8,8
ORD-00211,2025-02-01,Wireless Mouse,Accessories,Rawalpindi,1,23.7,10.01,Corporate,Bank Transfer,Ali,23.7,10.01,13.69,57.76,2025,2,1
ORD-09892,2025-04-20,Printer,Office,Islamabad,7,417.41,256.65,Online,JazzCash,Zoya,2921.87,1796.55,1125.32,38.51,2025,4,20
ORD-02363,2025-03-03,Webcam,Accessories,Peshawar,5,89.85,35.63,Retail Store,Credit Card,Danish,449.25,178.15,271.1,60.35,2025,3,3
ORD-00795,2025-01-14,Tablet,Electronics,Islamabad,6,330.64,230.79,Corporate,Cash,Usman,1983.84,1384.74,599.1,30.2,2025,1,14
ORD-07827,2025-11-30,Webcam,Accessories,Rawalpindi,8,104.13,31.52,Online,JazzCash,Maham,833.04,252.16,580.88,69.73,2025,11,30
ORD-08450,2025-11-24,External SSD,Electronics,Sialkot,1,107.6,69.38,Corporate,JazzCash,Bilal,107.6,69.38,38.22,35.52,2025,11,24
ORD-06819,2025-10-09,Smartphone,Electronics,Islamabad,9,542.01,383.24,Retail Store,Bank Transfer,Hina,4878.09,3449.16,1428.93,29.29,2025,10,9
ORD-07112,2025-11-04,Headphones,Accessories,Karachi,2,161.24,67.2,Corporate,Credit Card,Danish,322.48,134.4,188.08,58.32,2025,11,4
ORD-00638,2025-09-20,Desk,Furniture,Rawalpindi,10,505.2,311.36,Corporate,Bank Transfer,Bilal,5052.0,3113.6,1938.4,38.37,2025,9,20
ORD-00048,2025-08-05,Laptop,Electronics,Islamabad,5,987.7,847.04,Online,JazzCash,Sara,4938.5,4235.2,703.3,14.24,2025,8,5
ORD-02628,2025-09-24,Desk,Furniture,Rawalpindi,1,607.27,452.54,Online,Debit Card,Hina,607.27,452.54,154.73,25.48,2025,9,24
ORD-05803,2025-06-05,Webcam,Accessories,Peshawar,6,129.77,73.02,Retail Store,Credit Card,Danish,778.62,438.12,340.5,43.73,2025,6,5
ORD-03882,2025-08-11,Printer,Office,Rawalpindi,10,476.57,220.37,Online,Credit Card,Ali,4765.7,2203.7,2562.0,53.76,2025,8,11
ORD-04784,2025-09-22,Office Chair,Furniture,Sialkot,10,264.94,197.63,Retail Store,Credit Card,Ali,2649.4,1976.3,673.1,25.41,2025,9,22
ORD-02406,2025-03-07,Office Chair,Furniture,Multan,1,370.42,191.4,Retail Store,Bank Transfer,Bilal,370.42,191.4,179.02,48.33,2025,3,7
ORD-04072,2025-11-16,Wireless Mouse,Accessories,Lahore,8,58.68,16.51,Corporate,Bank Transfer,Sara,469.44,132.08,337.36,71.86,2025,11,16
ORD-03796,2025-03-25,Printer,Office,Multan,7,359.09,201.41,Corporate,Debit Card,Zoya,2513.63,1409.87,1103.76,43.91,2025,3,25
ORD-08396,2025-03-23,Keyboard,Accessories,Sialkot,3,60.27,21.6,Retail Store,Bank Transfer,Maham,180.81,64.8,116.01,64.16,2025,3,23
ORD-03993,2025-05-22,Monitor,Electronics,Multan,6,417.06,187.07,Corporate,Credit Card,Hina,2502.36,1122.42,1379.94,55.15,2025,5,22
ORD-05826,2025-09-06,Keyboard,Accessories,Sialkot,5,107.6,24.9,Corporate,Cash,Danish,538.0,124.5,413.5,76.86,2025,9,6
ORD-09073,2025-09-19,Tablet,Electronics,Sialkot,2,670.86,314.09,Online,Bank Transfer,Usman,1341.72,628.18,713.54,53.18,2025,9,19
ORD-08143,2025-07-13,Wireless Mouse,Accessories,Sialkot,8,31.48,14.86,Corporate,JazzCash,Bilal,251.84,118.88,132.96,52.8,2025,7,13
ORD-05200,2025-08-17,Headphones,Accessories,Karachi,6,120.75,60.76,Retail Store,Cash,Usman,724.5,364.56,359.94,49.68,2025,8,17
ORD-08295,2025-02-20,Monitor,Electronics,Multan,6,430.65,285.35,Corporate,Bank Transfer,Sara,2583.9,1712.1,871.8,33.74,2025,2,20
ORD-01248,2025-02-11,Keyboard,Accessories,Islamabad,3,53.48,45.48,Online,Cash,Ayesha,160.44,136.44,24.0,14.96,2025,2,11
ORD-01189,2025-12-12,Office Chair,Furniture,Faisalabad,5,201.49,110.0,Online,Debit Card,Zoya,1007.45,550.0,457.45,45.41,2025,12,12
ORD-01898,2025-04-19,Printer,Office,Karachi,8,498.8,175.4,Corporate,Debit Card,Zoya,3990.4,1403.2,2587.2,64.84,2025,4,19
ORD-03048,2025-11-07,Printer,Office,Karachi,10,466.19,302.22,Online,Debit Card,Ali,4661.9,3022.2,1639.7,35.17,2025,11,7
ORD-03095,2025-04-17,External SSD,Electronics,Faisalabad,5,226.37,108.28,Corporate,Cash,Usman,1131.85,541.4,590.45,52.17,2025,4,17
ORD-08299,2025-03-09,Laptop,Electronics,Faisalabad,8,1415.64,979.34,Corporate,Cash,Danish,11325.12,7834.72,3490.4,30.82,2025,3,9
ORD-09375,2025-08-21,External SSD,Electronics,Rawalpindi,4,219.74,121.84,Corporate,JazzCash,Danish,878.96,487.36,391.6,44.55,2025,8,21
ORD-08374,2025-10-09,Wireless Mouse,Accessories,Lahore,5,64.62,22.04,Online,Credit Card,Hamza,323.1,110.2,212.9,65.89,2025,10,9
ORD-03038,2025-05-16,Desk,Furniture,Sialkot,10,441.76,246.71,Retail Store,Debit Card,Bilal,4417.6,2467.1,1950.5,44.15,2025,5,16
ORD-00743,2025-06-20,Headphones,Accessories,Faisalabad,3,173.98,60.97,Corporate,JazzCash,Hamza,521.94,182.91,339.03,64.96,2025,6,20
ORD-03932,2025-02-23,Tablet,Electronics,Faisalabad,3,300.21,264.31,Corporate,Bank Transfer,Usman,900.63,792.93,107.7,11.96,2025,2,23
ORD-03351,2025-05-27,Keyboard,Accessories,Faisalabad,1,114.65,76.24,Retail Store,Debit Card,Danish,114.65,76.24,38.41,33.5,2025,5,27
ORD-05728,2025-09-16,Wireless Mouse,Accessories,Multan,9,56.67,44.31,Retail Store,Bank Transfer,Hina,510.03,398.79,111.24,21.81,2025,9,16
ORD-07243,2025-12-26,Wireless Mouse,Accessories,Sialkot,4,69.09,36.63,Online,JazzCash,Bilal,276.36,146.52,129.84,46.98,2025,12,26
ORD-01181,2025-07-31,Headphones,Accessories,Karachi,3,163.02,114.92,Online,JazzCash,Ali,489.06,344.76,144.3,29.51,2025,7,31
ORD-04225,2025-04-25,External SSD,Electronics,Lahore,10,165.64,127.73,Online,JazzCash,Ayesha,1656.4,1277.3,379.1,22.89,2025,4,25
ORD-02692,2025-09-05,Laptop,Electronics,Multan,1,1069.86,671.67,Retail Store,Credit Card,Maham,1069.86,671.67,398.19,37.22,2025,9,5
ORD-04101,2025-09-11,Keyboard,Accessories,Peshawar,8,86.27,49.77,Online,Cash,Danish,690.16,398.16,292.0,42.31,2025,9,11
ORD-03015,2025-05-01,External SSD,Electronics,Peshawar,1,180.67,59.3,Online,JazzCash,Ayesha,180.67,59.3,121.37,67.18,2025,5,1
ORD-02046,2025-04-02,Printer,Office,Lahore,6,349.19,209.85,Corporate,Credit Card,Hamza,2095.14,1259.1,836.04,39.9,2025,4,2
ORD-07445,2025-03-08,Webcam,Accessories,Faisalabad,3,157.52,50.32,Retail Store,Credit Card,Ayesha,472.56,150.96,321.6,68.05,2025,3,8
ORD-03544,2025-09-01,Webcam,Accessories,Peshawar,10,61.07,52.14,Retail Store,Credit Card,Danish,610.7,521.4,89.3,14.62,2025,9,1
ORD-03044,2025-12-19,Webcam,Accessories,Peshawar,4,142.32,82.2,Corporate,Bank Transfer,Bilal,569.28,328.8,240.48,42.24,2025,12,19
ORD-01884,2025-08-29,Printer,Office,Rawalpindi,4,395.73,287.54,Corporate,Debit Card,Hina,1582.92,1150.16,432.76,27.34,2025,8,29
ORD-08382,2025-11-04,Laptop,Electronics,Lahore,4,989.41,852.5,Retail Store,Debit Card,Ayesha,3957.64,3410.0,547.64,13.84,2025,11,4
ORD-04396,2025-02-09,Office Chair,Furniture,Sialkot,4,214.59,113.94,Online,Cash,Bilal,858.36,455.76,402.6,46.9,2025,2,9
ORD-06933,2025-12-08,Smartphone,Electronics,Sialkot,10,738.06,253.76,Retail Store,Debit Card,Hina,7380.6,2537.6,4843.0,65.62,2025,12,8
ORD-09182,2025-04-20,Webcam,Accessories,Sialkot,5,88.14,75.87,Corporate,Debit Card,Sara,440.7,379.35,61.35,13.92,2025,4,20
ORD-08879,2025-07-05,Laptop,Electronics,Peshawar,10,1480.72,896.76,Corporate,Debit Card,Hina,14807.2,8967.6,5839.6,39.44,2025,7,5
ORD-04574,2025-06-25,Monitor,Electronics,Karachi,7,315.22,241.87,Online,Cash,Hamza,2206.54,1693.09,513.45,23.27,2025,6,25
ORD-03890,2025-04-24,Keyboard,Accessories,Rawalpindi,10,100.33,29.81,Online,Credit Card,Ayesha,1003.3,298.1,705.2,70.29,2025,4,24
ORD-08050,2025-06-06,Desk,Furniture,Rawalpindi,10,676.43,313.76,Corporate,Debit Card,Usman,6764.3,3137.6,3626.7,53.62,2025,6,6
ORD-03754,2025-08-16,External SSD,Electronics,Islamabad,1,197.39,151.51,Online,Credit Card,Danish,197.39,151.51,45.88,23.24,2025,8,16
ORD-07671,2025-10-17,Headphones,Accessories,Faisalabad,4,109.43,83.88,Corporate,Cash,Danish,437.72,335.52,102.2,23.35,2025,10,17
